ID,stations_name,stations_en_name,area,area_en_name,lon,lat
1802A,市教育基地,Shijiaoyujidi,马鞍山,Maanshan,118.6439,31.7133
1803A,十里,Shili,九江,Jiujiang,115.9872,29.6816
1804A,茅山头,Maoshantou,九江,Jiujiang,115.9581,29.7048
1805A,西园,Xiyuan,九江,Jiujiang,115.988,29.7292
1806A,五七二七厂,Wuqierqichang,九江,Jiujiang,116.0174,29.6535
1807A,水科所,Shuikesuo,九江,Jiujiang,116.0628,29.6926
1808A,综合工业园,Zonghegongyeyuan,九江,Jiujiang,115.9114,29.6039
1809A,石化总厂,Shihuazongchang,九江,Jiujiang,116.0726,29.7534
1810A,庐山气象台,Lushanqixiangtai,九江,Jiujiang,115.9936,29.5867
1811A,中信二小,Zhongxinerxiao,洛阳,Luoyang,112.3628,34.6692
1812A,市委党校,Shiweidangxiao,洛阳,Luoyang,112.3939,34.6511
1813A,市监测站,Shijiancezhan,洛阳,Luoyang,112.4333,34.67
1814A,豫西宾馆,Yuxibinguan,洛阳,Luoyang,112.4664,34.6869
1815A,河南林校,Henanlinxiao,洛阳,Luoyang,112.4831,34.6869
1816A,开发区管委会,Kaifaquguanweihui,洛阳,Luoyang,112.3844,34.6231
1817A,市委新办公区,Shiweixinbangongqu,洛阳,Luoyang,112.4275,34.6258
1818A,棉研所,Mianyansuo,安阳,Anyang,114.483,36.061
1819A,红庙街,Hongmiaojie,安阳,Anyang,114.32,36.086
1820A,银杏小区,Yinxingxiaoqu,安阳,Anyang,114.358,36.087
1821A,环保局,Huanbaoju,安阳,Anyang,114.3931,36.0883
1822A,铁佛寺,Tiefosi,安阳,Anyang,114.286,36.11
1823A,河大一附院,Hedayifuyuan,开封,Kaifeng,114.3406,34.8022
1824A,肿瘤医院,Zhongliuyiyuan,开封,Kaifeng,114.3389,34.7781
1825A,妇幼保健院,Fuyoubaojianyuan,开封,Kaifeng,114.3733,34.7975
1826A,世纪星幼儿园,Shijixingyoueryuan,开封,Kaifeng,114.2886,34.7967
1827A,市监测站　,Shijiancezhan,焦作,Jiaozuo,113.261,35.235
1828A,市环保局　,Shihuanbaoju,焦作,Jiaozuo,113.227,35.213
1829A,高新区政府,Gaoxinquzhengfu,焦作,Jiaozuo,113.2464,35.1764
1830A,影视城,Yingshicheng,焦作,Jiaozuo,113.1992,35.259
1831A,高压开关厂,Gaoyakaiguanchang,平顶山,Pingdingshan,113.3064,33.7214
1832A,新华旅馆,Xinhualu:guan,平顶山,Pingdingshan,113.322,33.721
1833A,规划设计院,Guihuashejiyuan,平顶山,Pingdingshan,113.292,33.739
1834A,平顶山工学院,Pingdingshangongxueyuan,平顶山,Pingdingshan,113.182,33.737
1835A,市政府,Shizhengfu,三门峡,Sanmenxia,111.1928,34.7772
1836A,开发区,Kaifaqu,三门峡,Sanmenxia,111.158,34.794
1837A,二  印,Eryin,三门峡,Sanmenxia,111.1858,34.7917
1838A,风景区,Fengjingqu,三门峡,Sanmenxia,111.1489,34.7997
1839A,四零三,Silingsan,宜昌,Yichang,111.3009,30.7157
1840A,白龙岗,Bailonggang,宜昌,Yichang,111.2992,30.698
1841A,伍家岗,Wujiagang,宜昌,Yichang,111.3549,30.6463
1842A,点军区,Dianjunqu,宜昌,Yichang,111.268,30.696
1843A,夷陵区,Yilingqu,宜昌,Yichang,111.3296,30.7819
1844A,市图书馆,Shitushuguan,荆州,Jingzhou,112.2551,30.3175
1845A,市委党校,Shiweidangxiao,荆州,Jingzhou,112.2068,30.3515
1846A,科融环保,Keronghuanbao,荆州,Jingzhou,112.2887,30.3055
1847A,南湖风景区,Nanhufengjingqu,岳阳,Yueyang,113.1094,29.3578
1848A,城陵矶,Chenglingji,岳阳,Yueyang,113.1493,29.4251
1849A,开发区,Kaifaqu,岳阳,Yueyang,113.1772,29.3678
1850A,云溪区,Yunxiqu,岳阳,Yueyang,113.2621,29.4758
1851A,君山区,Junshanqu,岳阳,Yueyang,112.9943,29.4402
1852A,金凤水库,Jinfengshuiku,岳阳,Yueyang,113.2117,29.355
1853A,市监测站,Shijiancezhan,常德,Changde,111.7044,29.0244
1854A,市二中,Shierzhong,常德,Changde,111.6975,28.9703
1855A,鼎城区环保局,Dingchengquhuanbaoju,常德,Changde,111.6753,29.0239
1856A,市技术监督局,Shijishujianduju,常德,Changde,111.6794,29.0381
1857A,白鹤山,Baiheshan,常德,Changde,111.7158,29.1456
1858A,永定新区,Yongdingxinqu,张家界,Zhangjiajie,110.48,29.1389
1859A,电业局,Dianyeju,张家界,Zhangjiajie,110.4697,29.1242
1860A,未央路,Weiyanglu,张家界,Zhangjiajie,110.5594,29.3547
1861A,袁家界,Yuanjiajie,张家界,Zhangjiajie,110.4417,29.315
1862A,电子科大尧山校区,Dianzikedayaoshanxiaoqu,桂林,Guilin,110.4144,25.3167
1863A,监测站,Jiancezhan,桂林,Guilin,110.2819,25.2697
1864A,龙隐路小学,Longyinluxiaoxue,桂林,Guilin,110.3089,25.2708
1865A,八中,Bazhong,桂林,Guilin,110.2869,25.2178
1866A,牛尾岭水库,Niuweilingshuiku,北海,Beihai,109.2256,21.5958
1867A,海滩公园,Haitangongyuan,北海,Beihai,109.1436,21.4086
1868A,新市环保局,Xinshihuanbaoju,北海,Beihai,109.0981,21.4661
1869A,北海工业园,Beihaigongyeyuan,北海,Beihai,109.1778,21.5233
1870A,柳东小学,Liudongxiaoxue,柳州,Liuzhou,109.4883,24.3898
1871A,环保监测站,Huanbaojiancezhan,柳州,Liuzhou,109.4108,24.3304
1872A,河西水厂,Hexishuichang,柳州,Liuzhou,109.3886,24.3406
1873A,市四中,Shisizhong,柳州,Liuzhou,109.4221,24.299
1874A,市九中,Shijiuzhong,柳州,Liuzhou,109.3957,24.3663
1875A,古亭山,Gutingshan,柳州,Liuzhou,109.4839,24.3158
1876A,河东子站,Hedongzizhan,三亚,Sanya,109.5078,18.2489
1877A,河西子站,Hexizizhan,三亚,Sanya,109.4964,18.2681
1878A,富乐山,Fuleshan,绵阳,Mianyang,104.7778,31.4747
1879A,市人大,Shirenda,绵阳,Mianyang,104.7536,31.4539
1880A,高新区自来水公司,Gaoxinquzilaishuigongsi,绵阳,Mianyang,104.6717,31.4656
1881A,三水厂,Sanshuichang,绵阳,Mianyang,104.7283,31.5072
1882A,石马中学,Shimazhongxue,宜宾,Yibin,104.5969,28.8194
1883A,市委,Shiwei,宜宾,Yibin,104.6225,28.76611
1884A,宜宾四中,Yibinsizhong,宜宾,Yibin,104.6061,28.7867
1885A,市政府,Shizhengfu,宜宾,Yibin,104.6417,28.76389
1886A,黄金嘴,Huangjinzui,宜宾,Yibin,104.5761,28.71583
1887A,沙坪中学,Shapingzhongxue,宜宾,Yibin,104.6789,28.7989
1888A,弄弄坪,Nongnongping,攀枝花,Panzhihua,101.6939,26.5703
1889A,河门口,Hemenkou,攀枝花,Panzhihua,101.5769,26.5928
1890A,炳草岗,Bingcaogang,攀枝花,Panzhihua,101.7169,26.585
1891A,仁和,Renhe,攀枝花,Panzhihua,101.7453,26.5017
1892A,金江,Jinjiang,攀枝花,Panzhihua,101.848689,26.548573
1893A,九狮山,Jiushishan,泸州,Luzhou,105.4306,28.9583
1894A,小市上码头,Xiaoshishangmatou,泸州,Luzhou,105.4436,28.9026
1895A,兰田宪桥,Lantianxianqiao,泸州,Luzhou,105.4322,28.8558
1896A,市环监站,Shihuanjianzhan,泸州,Luzhou,105.4322,28.8833
1897A,大塘山,Datangshan,自贡,Zigong,104.7547,29.3628
1898A,盐马路,Yanmalu,自贡,Zigong,104.7214,29.3586
1899A,檀木林街,Tanmulinjie,自贡,Zigong,104.7747,29.3564
1900A,春华路,Chunhualu,自贡,Zigong,104.7692,29.3411
1901A,东山公园,Dongshangongyuan,德阳,Deyang,104.4219,31.1208
1902A,西小区,Xixiaoqu,德阳,Deyang,104.3883,31.1333
1903A,市检察院,Shijianchayuan,德阳,Deyang,104.4053,31.1167
1904A,耐火材料厂,Naihuocailiaochang,德阳,Deyang,104.3539,31.1108
1905A,西山风景区,Xishanfengjingqu,南充,Nanchong,106.056,30.8064
1906A,南充市委,Nanchongshiwei,南充,Nanchong,106.0789,30.8023
1907A,南充炼油厂,Nanchonglianyouchang,南充,Nanchong,106.1031,30.8217
1908A,高坪区监测站,Gaopingqujiancezhan,南充,Nanchong,106.1064,30.7856
1909A,嘉陵区环保局,Jialingquhuanbaoju,南充,Nanchong,106.0642,30.7636
1910A,市环境监测站,Shihuanjingjiancezhan,南充,Nanchong,106.1087,30.8388
1911A,丁字口,Dingzikou,遵义,Zunyi,106.9222,27.6869
1912A,凤凰山,Fenghuangshan,遵义,Zunyi,106.9242,27.7019
1913A,忠庄,Zhongzhuang,遵义,Zunyi,106.8906,27.6486
1914A,舟水桥,Zhoushuiqiao,遵义,Zunyi,106.9231,27.6506
1915A,干田坝,Gantianba,遵义,Zunyi,106.9178,27.72
1916A,环境监测站,Huanjingjiancezhan,曲靖,Qujing,103.7897,25.5035
1917A,烟厂办公区,Yanchangbangongqu,曲靖,Qujing,103.8,25.5364
1918A,气象站,Qixiangzhan,咸阳,Xianyang,108.7197,34.3956
1919A,中华小区,Zhonghuaxiaoqu,咸阳,Xianyang,108.6761,34.3181
1920A,师范学院,Shifanxueyuan,咸阳,Xianyang,108.7233,34.3617
1921A,中医学院,Zhongyixueyuan,咸阳,Xianyang,108.7369,34.3164
1922A,党校,Dangxiao,铜川,Tongchuan,109.0656,35.0994
1923A,王益区政府,Wangyiquzhengfu,铜川,Tongchuan,109.0697,35.0697
1924A,新区管委会,Xinquguanweihui,铜川,Tongchuan,108.9344,34.9058
1925A,新区兰芝公司,Xinqulanzhigongsi,铜川,Tongchuan,108.9589,34.8731
1926A,枣园,Zaoyuan,延安,Yanan,109.4131,36.6275
1927A,延大医附院,Yandayifuyuan,延安,Yanan,109.4761,36.6028
1928A,市监测站,Shijiancezhan,延安,Yanan,109.4824,36.5767
1929A,百米大道,Baimidadao,延安,Yanan,109.5056,36.6106
1930A,庙沟村,Miaogoucun,宝鸡,Baoji,107.1586,34.3708
1931A,竹园沟,Zhuyuangou,宝鸡,Baoji,107.0708,34.3017
1932A,三陆医院,Sanluyiyuan,宝鸡,Baoji,107.1906,34.3672
1933A,监测站,Jiancezhan,宝鸡,Baoji,107.1431,34.3547
1934A,技工学校,Jigongxuexiao,宝鸡,Baoji,107.1186,34.3739
1935A,陈仓环保局,Chencanghuanbaoju,宝鸡,Baoji,107.3906,34.3528
1936A,文理学院,Wenlixueyuan,宝鸡,Baoji,107.2058,34.3497
1937A,三迪小学,Sandixiaoxue,宝鸡,Baoji,107.2386,34.3622
1938A,农科所,Nongkesuo,渭南,Weinan,109.5293,34.5101
1939A,日报社,Ribaoshe,渭南,Weinan,109.5049,34.5004
1940A,体育馆,Tiyuguan,渭南,Weinan,109.4636,34.493
1941A,高新一小,Gaoxinyixiao,渭南,Weinan,109.4266,34.5021
1942A,市科委,Shikewei,金昌,Jinchang,102.1878,38.5247
1943A,新川苑,Xinchuanyuan,金昌,Jinchang,102.1725,38.5339
1944A,公司二招,Gongsierzhao,金昌,Jinchang,102.1708,38.5061
1945A,气象局,Qixiangju,嘉峪关,Jiayuguan,98.2908,39.7711
1946A,酒钢耐材公司,Jiugangnaicaigongsi,嘉峪关,Jiayuguan,98.2842,39.8092
1947A,沙湖旅游区,Shahulu:youqu,石嘴山,Shizuishan,106.3394,38.817
1948A,大武口黄河东街,Dawukouhuanghedongjie,石嘴山,Shizuishan,106.3717,39.0153
1949A,惠农南大街,Huinongnandajie,石嘴山,Shizuishan,106.7704,39.2282
1950A,红果子镇惠新街,Hongguozizhenhuixinjie,石嘴山,Shizuishan,106.7096,39.1292
1951A,长征新村,Zhangzhengxincun,克拉玛依,Kelamayi,84.8861,45.6033
1952A,南林小区,Nanlinxiaoqu,克拉玛依,Kelamayi,84.8897,45.5828
1953A,白碱滩区,Baijiantanqu,克拉玛依,Kelamayi,85.1186,45.6886
1954A,独山子区,Dushanziqu,克拉玛依,Kelamayi,84.8983,44.3336
1955A,乌尔禾区商贸楼,Wuerhequshangmaolou,克拉玛依,Kelamayi,85.6931,46.0872
1956A,孔雀公园,Kongquegongyuan,库尔勒,Kuerle,86.1461,41.7511
1957A,棉纺厂,Mianfangchang,库尔勒,Kuerle,86.2022,41.7192
1958A,经济开发区,Jingjikaifaqu,库尔勒,Kuerle,86.2381,41.7128
1959A,监测站,Jiancezhan,寿光,Shouguang,118.746,36.881
1960A,世纪学校,Shijixuexiao,寿光,Shouguang,118.78,36.864
1961A,环境监测站,Huanjingjiancezhan,章丘,Zhangqiu,117.541,36.71
1962A,明水开发区,Mingshuikaifaqu,章丘,Zhangqiu,117.541,36.71
1963A,环保局子站,Huanbaojuzizhan,即墨,Jimo,120.61,36.44
1964A,开发区子站,Kaifaquzizhan,即墨,Jimo,120.47,36.39
1965A,JN子站,Jnzizhan,胶南,Jiaonan,120.005,35.878
1966A,2号子站,2haozizhan,胶南,Jiaonan,120.039,35.872
1967A,胶州环保局,Jiaozhouhuanbaoju,胶州,Jiaozhou,120.008,36.283
1968A,胶州一中,Jiaozhouyizhong,胶州,Jiaozhou,120.014,36.253
1969A,环保局子站,Huanbaojuzizhan,莱西,Laixi,120.537,36.865
1970A,人民广场子站,Renminguangchangzizhan,莱西,Laixi,120.515,36.885
1971A,1号,1hao,平度,Pingdu,119.952,36.792
1972A,2号,2hao,平度,Pingdu,119.976,36.799
1973A,蓬莱环保局,Penglaihuanbaoju,蓬莱,Penglai,120.747,37.825
1974A,蓬莱博物馆,Penglaibowuguan,蓬莱,Penglai,120.773,37.809
1975A,招远环保局,Zhaoyuanhuanbaoju,招远,Zhaoyuan,120.399,37.374
1976A,招远教育局,Zhaoyuanjiaoyuju,招远,Zhaoyuan,120.394,37.364
1977A,莱州环保局,Laizhouhuanbaoju,莱州,Laizhou,119.941,37.177
1978A,莱州外经委,Laizhouwaijingwei,莱州,Laizhou,119.959,37.18
1979A,荣成市环保局办公楼,Rongchengshihuanbaojubangonglou,荣成,Rongcheng,122.471,37.154
1980A,山东成山轮胎公司,Shandongchengshanluntaigongsi,荣成,Rongcheng,122.41,37.161
1981A,文登市环保局,Wendengshihuanbaoju,文登,Wendeng,122.038,37.197
1982A,文登市丝绸公司,Wendengshisichougongsi,文登,Wendeng,122.019,37.187
1983A,乳山市环保局,Rushanshihuanbaoju,乳山,Rushan,121.531,36.913
1984A,乳山市气象局,Rushanshiqixiangju,乳山,Rushan,121.544,36.907
1985A,吴江市环保局,Wujiangshihuanbaoju,吴江,Wujiang,120.636,31.155
1986A,教师进修学校,Jiaoshijinxiuxuexiao,吴江,Wujiang,120.635,31.17
1987A,吴江开发区,Wujiangkaifaqu,吴江,Wujiang,120.658,31.172
1988A,昆山实验小学,Kunshanshiyanxiaoxue,昆山,Kunshan,120.953,31.388
1989A,震川中学,Zhenchuanzhongxue,昆山,Kunshan,120.999,31.381
1990A,海虞子站,Haiyuzizhan,常熟,Changshu,120.758,31.67
1991A,兴福子站,Xingfuzizhan,常熟,Changshu,120.721,31.671
1992A,菱塘子站,Lingtangzizhan,常熟,Changshu,120.734,31.656
1993A,张家港市监测站,Zhangjiagangshijiancezhan,张家港,Zhangjiagang,120.526,31.874
1994A,城北小学,Chengbeixiaoxue,张家港,Zhangjiagang,120.55,31.882
1995A,太仓市监测站,Taicangshijiancezhan,太仓,Taicang,121.115,31.453
1996A,科教新城实小,Kejiaoxinchengshixiao,太仓,Taicang,121.14,31.422
1997A,消防指挥中心,Xiaofangzhihuizhongxin,句容,Jurong,119.146,31.955
1998A,房家坝,Fangjiaba,句容,Jurong,119.18,31.955
1999A,虹桥邮政,Hongqiaoyouzheng,江阴,Jiangyin,120.268,31.92
2000A,五星公园,Wuxinggongyuan,江阴,Jiangyin,120.237,31.909
2001A,第二实验小学,Diershiyanxiaoxue,江阴,Jiangyin,120.302,31.92
2002A,宜兴市环保局,Yixingshihuanbaoju,宜兴,Yixing,119.818,31.354
2003A,宜园,Yiyuan,宜兴,Yixing,119.794,31.371
2004A,金坛市环境监测站,Jintanshihuanjingjiancezhan,金坛,Jintan,119.579,31.751
2005A,金坛市自来水公司,Jintanshizilaishuigongsi,金坛,Jintan,119.579,31.737
2006A,溧阳市东门子站,Liyangshidongmenzizhan,溧阳,Liyang,119.46,31.4
2007A,燕山子站,Yanshanzizhan,溧阳,Liyang,119.438,31.317
2008A,海门市监测站,Haimenshijiancezhan,海门,Haimen,121.173,31.896
2009A,蓓蕾幼儿园,Beileiyoueryuan,海门,Haimen,121.154,31.896
2010A,市政府,Shizhengfu,临安,Linan,119.7183,30.2366
2011A,四中,Sizhong,临安,Linan,119.6942,30.2311
2012A,监测站,Jiancezhan,富阳,Fuyang,119.954,30.054
2013A,富春二小,Fuchunerxiao,富阳,Fuyang,119.946,30.049
2014A,江东,Jiangdong,义乌,Yiwu,120.091,29.305
2015A,北苑,Beiyuan,义乌,Yiwu,120.04,29.334
2016A,图书馆,Tushuguan,诸暨,Zhuji,120.251,29.719
2017A,富林印务,Fulinyinwu,诸暨,Zhuji,120.209,29.732
2018A,抱龙山庄,Baolongshanzhuang,瓦房店,Wafangdian,121.989,39.625
2019A,东山公园,Dongshangongyuan,瓦房店,Wafangdian,122.011,39.617
2031A,云田中学,Yuntianzhongxue,株洲,Zhuzhou,113.1817,27.9958
2054A,平桥分局,Pingqiaofenju,信阳,Xinyang,114.1044,32.1078
2064A,南湾水厂,Nanwanshuichang,信阳,Xinyang,114.0122,32.1403
2065A,市酿酒公司,Shiniangjiugongsi,信阳,Xinyang,114.0681,32.1342
2066A,审计局,Shenjiju,信阳,Xinyang,114.0614,32.1383
2067A,市环境监测站,Shihuanjingjiancezhan,周口,Zhoukou,114.6613,33.6128
2068A,周口师范,Zhoukoushifan,周口,Zhoukou,114.6758,33.6347
2069A,市运管处,Shiyunguanchu,周口,Zhoukou,114.6546,33.5979
2070A,川汇区环保局,Chuanhuiquhuanbaoju,周口,Zhoukou,114.6369,33.6406
2073A,蓝田,Lantian,漳州,Zhangzhou,117.7206,24.5086
2074A,漳州三中,Zhangzhousanzhong,漳州,Zhangzhou,117.6569,24.5157
2075A,九湖,Jiuhu,漳州,Zhangzhou,117.6336,24.4674
2160A,自来水公司,Zilaishuigongsi,晋城,Jincheng,112.85,35.5051
2161A,白云商贸,Baiyunshangmao,晋城,Jincheng,112.835,35.4934
2162A,市环保局,Shihuanbaoju,晋城,Jincheng,112.8564,35.4883
2163A,技术学院,Jishuxueyuan,晋城,Jincheng,112.8664,35.4894
2164A,泽州一中,Zezhouyizhong,晋城,Jincheng,112.8252,35.4813
2165A,白马寺,Baimasi,晋城,Jincheng,112.8453,35.546
2166A,平朔,Pingshuo,朔州,Shuozhou,112.44,39.3514
2167A,朔唯,Shuowei,朔州,Shuozhou,112.4549,39.3606
2168A,区政府,Quzhengfu,朔州,Shuozhou,112.4254,39.3179
2169A,市环保局,Shihuanbaoju,朔州,Shuozhou,112.4078,39.3265
2170A,市二中,Shierzhong,朔州,Shuozhou,112.4279,39.3673
2171A,锦纶小区,Jinlunxiaoqu,晋中,Jinzhong,112.7549,37.7019
2172A,榆次液压件厂,Yuciyeyajianchang,晋中,Jinzhong,112.7219,37.6892
2173A,南都小区,Nandouxiaoqu,晋中,Jinzhong,112.7306,37.7111
2174A,榆次区政府,Yuciquzhengfu,晋中,Jinzhong,112.7105,37.7087
2175A,运城中学,Yunchengzhongxue,运城,Yuncheng,110.9956,35.0147
2176A,禹都开发区,Yudoukaifaqu,运城,Yuncheng,111.0233,35.0611
2177A,运城学院,Yunchengxueyuan,运城,Yuncheng,111.0397,35.0394
2178A,地区技校,Diqujixiao,运城,Yuncheng,110.9678,35.0308
2179A,空港新区,Konggangxinqu,运城,Yuncheng,111.0414,35.1147
2180A,机引,Jiyin,忻州,Xinzhou,112.7356,38.4186
2181A,开发区,Kaifaqu,忻州,Xinzhou,112.7383,38.4519
2182A,会展中心,Huizhanzhongxin,忻州,Xinzhou,112.7003,38.4928
2183A,环保局,Huanbaoju,吕梁,Lu:liang,111.1406,37.5211
2184A,豆制品厂,Douzhipinchang,吕梁,Lu:liang,111.1283,37.5333
2185A,自来水公司,Zilaishuigongsi,吕梁,Lu:liang,111.1297,37.5136
2186A,聚英学校,Juyingxuexiao,乌海,Wuhai,106.8219,39.6719
2187A,市林业局,Shilinyeju,乌海,Wuhai,106.8089,39.6969
2188A,中海勃湾学校,Zhonghaibowanxuexiao,乌海,Wuhai,106.7931,39.6572
2189A,通辽宾馆,Tongliaobinguan,通辽,Tongliao,122.2603,43.6267
2190A,胶建铝业,Jiaojianlu:ye,通辽,Tongliao,122.3039,43.6156
2191A,艺术职业学校,Yishuzhiyexuexiao,通辽,Tongliao,122.2532,43.6801
2192A,区环保局,Quhuanbaoju,呼伦贝尔,Hulunbeier,119.7594,49.2261
2193A,市艺校,Shiyixiao,呼伦贝尔,Hulunbeier,119.7283,49.2014
2194A,秋林养殖基地,Qiulinyangzhijidi,巴彦淖尔,Bayannaoer,107.5936,40.916
2195A,附中,Fuzhong,巴彦淖尔,Bayannaoer,107.4211,40.7608
2196A,市环保大楼,Shihuanbaodalou,巴彦淖尔,Bayannaoer,107.3715,40.7378
2197A,集宁新区,Jiningxinqu,乌兰察布,Wulanchabu,113.1306,40.9923
2198A,集宁旧区西,Jiningjiuquxi,乌兰察布,Wulanchabu,113.0974,41.038
2199A,盟监测站,Mengjiancezhan,兴安盟,Xinganmeng,122.062,46.0872
2200A,胜华新制药厂,Shenghuaxinzhiyaochang,兴安盟,Xinganmeng,122.0506,46.0703
2201A,科右前旗环保局,Keyouqianqihuanbaoju,兴安盟,Xinganmeng,121.9462,46.0756
2202A,市环保监测站,Shihuanbaojiancezhan,锡林郭勒盟,Xilinguolemeng,116.1042,43.9317
2203A,市政府,Shizhengfu,锡林郭勒盟,Xilinguolemeng,116.0781,43.9311
2204A,体育场,Tiyuchang,阿拉善盟,Alashanmeng,105.6775,38.8343
2205A,盟环保楼,Menghuanbaolou,阿拉善盟,Alashanmeng,105.6975,38.843
2206A,环保局新楼,Huanbaojuxinlou,阿拉善盟,Alashanmeng,105.724,38.8516
2207A,工业园区,Gongyeyuanqu,阜新,Fuxin,121.6178,41.9967
2208A,人民公园,Renmingongyuan,阜新,Fuxin,121.6561,42.0186
2209A,农业园区,Nongyeyuanqu,阜新,Fuxin,121.6972,42.0503
2210A,环保局,Huanbaoju,阜新,Fuxin,121.6722,42.0228
2211A,玉龙新城子站,Yulongxinchengzizhan,阜新,Fuxin,121.6592,42.0486
2212A,辽化,Liaohua,辽阳,Liaoyang,123.2,41.1953
2213A,二零一血站,Erlingyixuezhan,辽阳,Liaoyang,123.15,41.2553
2214A,园林小区,Yuanlinxiaoqu,辽阳,Liaoyang,123.1761,41.2736
2215A,钢管厂,Gangguanchang,辽阳,Liaoyang,123.1417,41.2894
2216A,钢厂,Gangchang,铁岭,Tieling,123.8139,42.3022
2217A,水上乐园,Shuishangleyuan,铁岭,Tieling,123.8831,42.2953
2218A,本站,Benzhan,铁岭,Tieling,123.8489,42.2864
2219A,金沙江,Jinshajiang,铁岭,Tieling,123.7153,42.2217
2220A,一建构建厂,Yijiangoujianchang,朝阳,Chaoyang,120.4439,41.5931
2221A,园林管理处,Yuanlinguanlichu,朝阳,Chaoyang,120.4486,41.5672
2222A,面粉厂,Mianfenchang,朝阳,Chaoyang,120.4247,41.5647
2223A,龙城农业园区,Longchengnongyeyuanqu,朝阳,Chaoyang,120.3939,41.615
2224A,监测站,Jiancezhan,四平,Siping,124.3419,43.1747
2225A,一商场,Yishangchang,四平,Siping,124.3711,43.1594
2226A,境园,Jingyuan,四平,Siping,124.3897,43.1847
2227A,环保局,Huanbaoju,辽源,Liaoyuan,125.1358,42.8947
2228A,污水处理厂,Wushuichulichang,辽源,Liaoyuan,125.1567,42.8953
2229A,光明,Guangming,通化,Tonghua,125.9361,41.7156
2230A,铁路,Tielu,通化,Tonghua,125.9486,41.7381
2231A,喜丰,Xifeng,白山,Baishan,126.4047,41.9206
2232A,环保局,Huanbaoju,白山,Baishan,126.4078,41.9419
2233A,江南,Jiangnan,松原,Songyuan,124.8292,45.0878
2234A,江北,Jiangbei,松原,Songyuan,124.8528,45.1642
2235A,洮北区环保局,Taobeiquhuanbaoju,白城,Baicheng,122.8444,45.6289
2236A,市环保局,Shihuanbaoju,白城,Baicheng,122.8211,45.6175
2237A,妇幼医院,Fuyouyiyuan,延边州,Yanbianzhou,129.4892,42.8939
2238A,延边医院,Yanbianyiyuan,延边州,Yanbianzhou,129.5042,42.9061
2239A,朝阳川镇医院,Chaoyangchuanzhenyiyuan,延边州,Yanbianzhou,129.3675,42.8775
2240A,环保局　,Huanbaoju,鸡西,Jixi,130.962,45.2924
2241A,自来水公司　,Zilaishuigongsi,鸡西,Jixi,130.9817,45.305
2242A,白酒厂　,Baijiuchang,鸡西,Jixi,131.0103,45.2948
2243A,气象局　,Qixiangju,鸡西,Jixi,130.9298,45.2978
2244A,哈啤分公司,Hapifengongsi,鹤岗,Hegang,130.2659,47.3349
2245A,斯达机电,Sidajidian,鹤岗,Hegang,130.261,47.2753
2246A,东山纸板厂,Dongshanzhibanchang,鹤岗,Hegang,130.3172,47.3489
2247A,五号水库,Wuhaoshuiku,鹤岗,Hegang,130.1097,47.3382
2248A,双合村,Shuanghecun,双鸭山,Shuangyashan,131.1638,46.6572
2249A,南小市,Nanxiaoshi,双鸭山,Shuangyashan,131.1651,46.619
2250A,环保局,Huanbaoju,双鸭山,Shuangyashan,131.1516,46.6462
2251A,苗圃,Miaopu,双鸭山,Shuangyashan,131.1572,46.5888
2252A,中心医院,Zhongxinyiyuan,伊春,Yichun,128.8736,47.7222
2253A,林管局,Linguanju,伊春,Yichun,128.9094,47.7317
2254A,汤旺河国家公园,Tangwangheguojiagongyuan,伊春,Yichun,129.4942,48.4658
2255A,佳纺,Jiafang,佳木斯,Jiamusi,130.2719,46.8025
2256A,发电厂,Fadianchang,佳木斯,Jiamusi,130.3961,46.8267
2257A,环保局,Huanbaoju,佳木斯,Jiamusi,130.3258,46.7975
2258A,十一中,Shiyizhong,佳木斯,Jiamusi,130.3648,46.8032
2259A,四丰,Sifeng,佳木斯,Jiamusi,130.3794,46.7588
2260A,环保局,Huanbaoju,七台河,Qitaihe,131.0032,45.7677
2261A,新建　,Xinjian,七台河,Qitaihe,130.8625,45.8194
2262A,葫头沟,Hutougou,七台河,Qitaihe,130.9467,45.8309
2263A,交通局　,Jiaotongju,黑河,Heihe,127.4961,50.2486
2264A,党校,Dangxiao,黑河,Heihe,127.5044,50.2391
2265A,地震局　,Dizhenju,黑河,Heihe,127.4143,50.2538
2266A,人和东街,Renhedongjie,绥化,Suihua,126.9934,46.6384
2267A,党政办公中心,Dangzhengbangongzhongxin,绥化,Suihua,126.9636,46.6527
2268A,环保局,Huanbaoju,大兴安岭地区,Daxinganlingdiqu,124.1186,50.4269
2269A,公安局,Gonganju,大兴安岭地区,Daxinganlingdiqu,124.1303,50.4217
2270A,工人疗养院,Gongrenliaoyangyuan,蚌埠,Bangbu,117.3961,32.939
2271A,百货大楼,Baihuodalou,蚌埠,Bangbu,117.3575,32.9444
2272A,二水厂,Ershuichang,蚌埠,Bangbu,117.3086,32.935
2273A,蚌埠学院,Bangbuxueyuan,蚌埠,Bangbu,117.4186,32.8913
2274A,淮上区政府,Huaishangquzhengfu,蚌埠,Bangbu,117.3536,32.9673
2275A,高新区,Gaoxinqu,蚌埠,Bangbu,117.3065,32.8985
2276A,大通区政府,Datongquzhengfu,淮南,Huainan,117.0417,32.6611
2277A,潘集区政府,Panjiquzhengfu,淮南,Huainan,116.8028,32.7639
2278A,师范学院,Shifanxueyuan,淮南,Huainan,117.0083,32.645
